,user,movie,rate
1324236,16132,99,4
1068051,552570,34,3
1089511,546543,2905,3
720454,130714,29,3
1161871,269078,2191,4
446160,19802,11077,4
513098,46280,11945,4
1774857,231191,20217,4
1633745,472358,4735,4
733048,382510,511,5
1498524,187664,98,5
957237,252839,551,5
804627,157646,10105,4
1187350,60071,1371,3
780069,242575,23756,4
64096,57240,18223,3
1164611,380369,7468,5
1286806,86032,14042,4
2131,2131,1079,5
1056254,539591,19686,3
7165,2691,1355,4
170361,102722,24,4
627870,402545,2494,4
1314929,583803,536,3
909741,505789,1307,5
1270071,595720,609,3
1259378,470291,295,5
1421657,105624,8809,4
1421240,191414,26072,4
1611035,648625,65,3
540461,359974,955,4
1479041,96427,17767,4
265468,174924,191,5
74512,8902,1320,4
931523,512868,13149,4
522307,349772,354,4
325644,219664,1016,4
286469,158194,21541,3
877517,346211,18140,4
604083,123047,24688,5
811114,471257,213,5
392589,267321,23568,4
1277225,319012,675,3
674974,319732,15848,3
304750,204299,11998,4
247857,161621,15302,4
268509,177225,235,4
1710683,467403,16649,5
1624920,77075,24564,4
1234560,357150,190,5
793569,464879,10119,4
1613436,540815,26558,4
1141203,61849,1750,4
1325063,113743,8711,3
86796,22311,1577,4
904818,302897,22880,4
562090,371937,866,3
840579,256854,9107,4
1529067,265707,8530,3
417339,284162,23444,5
642032,186924,8693,5
993102,120901,15133,4
229390,147629,1333,3
1569404,385638,11334,3
953491,361058,8422,3
1285520,405444,97,5
1151099,429627,2510,3
1406731,518993,8870,5
1751520,374784,20984,4
1324824,224684,285,5
977061,527108,4879,5
1749516,333182,18607,3
149293,86531,1418,4
1094701,194076,1700,4
1045420,546343,5922,3
291438,194421,5160,3
1464947,217075,11545,4
790010,226528,551,5
541359,360495,5603,3
1415259,139323,11700,4
1145003,569647,1213,3
875730,451779,338,4
620117,399687,1320,3
277933,184342,22,3
1552907,276452,21376,5
1711082,153329,3964,4
1089523,44271,354,5
333983,225682,11169,3
1722958,670399,18459,4
706829,137465,7126,5
1777552,599153,2247,4
1461961,257868,5496,4
502246,276791,224,3
234644,151596,16104,4
299968,165039,15467,4
670307,290555,620,5
293159,195684,285,4
853330,145660,242,4
151382,12564,22273,5
1480132,636061,24994,3
1188747,282925,10810,3
1092285,179248,2820,4
1407674,603837,90,3
1280239,220290,9446,3
111045,63086,2882,4
1278646,100273,15121,4
1725275,478479,54,3
1485356,11286,101,5
1278903,549410,5156,3
997147,506209,59,4
512763,1619,198,5
475747,180232,1230,4
854594,164773,15058,4
1241266,140251,25506,3
1228540,536214,20927,2
633713,28152,13008,4
413952,101276,25928,5
87911,23439,6045,5
442395,300754,373,4
693983,393639,285,4
1297485,601365,4512,3
1363086,525719,5230,3
6083,1609,1224,4
900244,502625,5319,4
1486527,1561,16549,4
798310,229516,3465,3
1702815,667791,20436,4
1174923,464097,3037,3
1031389,7418,16349,3
783127,460955,4453,4
512333,344057,26104,3
361352,245364,27,2
316327,25599,3759,3
1766257,676046,98,4
1313020,604571,480,4
1157168,120474,8978,3
276034,182912,17104,5
1520665,642567,11796,4
239387,155203,791,5
258271,169501,7336,4
1201776,581379,24989,3
275793,123772,23721,4
1737744,177604,13150,4
1072258,553772,397,4
1642657,80332,7382,4
655666,335040,675,4
413092,281311,25002,4
497949,335563,264,5
1109971,450891,553,3
601319,371126,197,4
263269,173254,17763,4
861808,489394,7408,2
589869,387595,235,3
1019091,539195,4458,5
109466,44857,823,4
1256342,131345,5443,4
876523,494509,3047,4
221311,141520,536,3
812380,109055,17891,4
604135,368297,6087,3
558803,370123,19741,4
481236,249337,34,5
628765,402887,3039,5
1058382,533127,17246,4
1075866,3775,924,3
319177,214912,22179,3
433372,294844,16646,3
64555,57656,14859,4
1518060,22747,12784,4
1014551,514330,7038,3
668101,246158,20111,4
334363,225950,338,4
260130,170910,22899,3
1011325,463702,504,4
814498,21508,3127,2
1390120,528169,274,3
205935,129862,16137,3
878884,325745,7854,4
793330,464791,16446,5
1614065,612158,5431,4
1637281,659089,369,3
1576292,647752,351,4
1619239,281852,26290,3
1018440,539031,413,4
1398779,621466,1060,5
572342,377692,969,3
258366,15247,9399,2
314797,28294,49,4
1385752,110072,12338,3
443128,231703,9750,4
1392924,158253,1261,4
642700,408162,4746,4
941376,207443,6334,2
1787465,678773,790,4
530054,354191,2341,5
463064,241190,16590,3
831559,478626,2707,5
1388804,175141,6798,4
1312897,378169,15124,3
416980,283922,9126,3
1686293,87094,9,4
1526784,28163,581,4
944016,157866,250,4
233070,72443,25118,3
1641781,439708,1224,4
746517,447254,6579,4
1357501,613598,560,4
480742,255842,485,3
142058,54330,10560,5
62877,56143,8637,3
1622357,90471,923,4
335292,162559,1511,2
446043,303119,242,4
1695516,616692,7444,5
343185,6873,1863,3
430530,292926,16959,3
207727,131250,12693,4
770918,69906,250,3
989819,530882,654,4
672719,42285,3102,4
519923,348439,20684,4
779744,459687,8476,4
1388927,374247,17916,4
4080,4080,1755,3
970744,321145,256,4
1762252,397094,3676,5
976866,527047,1303,2
1642459,156512,13833,4
1268305,74706,1224,4
455137,308928,7704,4
967573,497651,1308,3
230996,148858,3555,4
1290800,1558,21295,3
1754922,247493,1042,2
601540,369737,373,4
1137286,568009,7587,3
1609461,59714,10757,2
1289474,579039,1327,4
903522,503727,1039,2
57179,50972,4259,4
397876,90866,806,4
1257774,298879,1172,3
453182,234233,71,4
452414,261768,15600,2
1231397,384350,4858,4
666045,416925,2770,4
943872,516788,222,4
181296,111048,18941,4
1596323,653789,5328,2
511588,343609,16211,3
1232876,190094,978,4
1249391,489886,256,5
320807,216109,1731,3
1712353,330225,11756,4
570567,376701,1700,4
379012,257834,9785,4
123693,72331,59,5
1577754,195010,3,3
1317508,496106,17246,3
690902,315272,34,2
670920,418759,1308,3
1707641,448599,277,3
1101399,352155,879,4
1351639,612444,6535,4
1700959,96783,10236,3
446810,303619,12042,4
232907,150305,129,4
1286689,481698,255,4
628155,402663,536,1
887488,460566,18534,5
1729294,478024,7737,4
72029,64136,7770,3
347518,235505,13834,4
1504755,274159,26290,4
445041,302473,13050,5
1029420,250856,8995,4
510331,342877,390,5
256770,168362,12384,3
1123142,553499,1025,5
993278,531857,105,4
1659377,219025,101,5
159968,94666,318,4
1511737,165035,9461,4
393375,182404,285,4
1764464,174655,8598,4
768218,318575,17915,4
1554705,231976,129,4
1493904,468680,2279,4
244591,159140,198,4
1146897,249770,66,4
1423286,283834,1597,5
470982,319001,171,3
486851,267932,222,5
459692,17987,1345,3
932237,372195,923,5
924622,510594,625,4
489306,330333,1844,4
1644686,660097,405,4
283159,188264,12838,2
889814,499094,204,4
461496,6108,6278,4
620179,399713,6192,3
1475061,74390,24,4
773434,120742,11420,4
183441,112709,576,4
393943,164375,20464,4
113049,48218,295,4
1232991,588064,6919,4
533857,356357,1498,3
860536,488940,15915,4
1206005,134300,1042,3
832851,36252,11918,4
1064142,201980,145,4
1624867,451537,1890,4
1246241,428157,179,4
945807,517427,5622,3
145525,83623,508,4
1667382,663085,193,5
1016641,538562,1213,5
1786282,448531,559,4
703063,430822,8731,4
619268,399388,9457,3
1182572,314327,4,4
1032237,542806,14621,3
392342,36334,12193,4
134388,76646,5148,3
292446,45953,6635,3
1750934,287758,12060,4
448636,304813,2021,4
637971,363816,24452,3
8027,3553,2443,4
1671361,233569,1877,3
1283420,264856,1308,4
1445331,492641,413,5
1548653,62475,0,3
381435,167598,26218,3
323615,218180,17501,3
883822,378535,16367,4
1719999,419358,12688,4
843894,483029,343,5
1050119,531726,1829,5
135402,77048,21188,3
194863,121459,9986,3
94147,48063,213,4
466517,126640,1001,5
1125426,565568,16042,4
927063,154592,1371,4
507268,341120,6098,5
411621,280335,235,3
629297,176715,2345,4
1520846,642602,2069,4
1172798,258841,1844,4
110611,45986,2310,3
470293,318543,24973,4
1540058,645500,21804,3
1334910,221889,1551,4
1643830,109953,4225,5
1242551,445271,235,4
611159,377925,15837,3
602596,393201,812,4
138262,78130,4571,4
1134475,154766,881,4
7830,3356,2337,4
1421311,368075,9847,3
1557471,4804,21910,3
1049221,547411,1577,4
1101525,536217,3053,5
1368806,588440,8,4
1221026,373333,7427,5
57904,51630,17604,4
206094,129982,354,4
213740,135770,6382,4
251781,164595,4891,5
165,165,150,3
1647741,180696,4149,3
466262,261174,1256,4
324372,218733,18715,3
1287493,86613,504,5
271362,179407,16404,3
6851,2377,1742,3
1000027,52620,9461,4
792209,243414,9,4
1698270,450405,250,4
36305,31391,13328,2
860338,341023,11697,4
1328450,607775,316,5
1719542,463395,15678,3
979660,251529,14060,3
1522887,213611,24649,3
7750,3276,2291,4
1161063,572980,480,5
1783721,241730,141,1
1534114,158699,9647,4
765906,321088,4491,2
1226054,23386,1478,3
1098202,403722,18244,5
198228,124024,4248,4
47208,41742,12590,4
1463193,249363,369,3
252101,164837,14170,5
1733259,515394,3103,3
502751,283293,9,5
3372,3372,2347,4
327388,220913,12339,3
963264,522854,13478,3
1385090,107998,621,4
1212311,479086,891,3
93642,14473,10295,4
62630,55921,5073,4
396508,269992,12713,4
1524420,173144,17381,4
1210195,138447,20008,4
85384,20850,621,3
1176856,313463,19631,4
551576,366123,3274,3
485543,195245,7795,4
25176,20602,10061,4
583618,384063,8462,3
68624,61223,9213,4
936446,514409,6409,4
1429937,169941,20963,4
463935,208862,13351,4
1629448,272562,13014,4
1049955,547612,6483,5
115755,50766,1600,4
1483706,95745,16228,4
344181,233081,272,4
1042753,181493,14871,3
1377242,509955,7047,4
85705,21171,10280,4
755528,216313,3383,3
878919,495358,39,3
580683,382399,8847,4
589814,265007,4867,5
1055118,36808,723,4
671321,93223,6450,3
1480240,315876,242,5
1752007,250550,199,4
107394,59991,1138,5
498093,335652,1761,4
1431488,374191,11204,3
1692515,426922,22579,3
1108892,382326,2987,3
1279357,140622,620,4
373055,174775,19786,5
110150,62324,19296,3
630619,380871,1207,4
418962,285219,1001,3
6917,2443,122,4
1602040,494135,1498,3
1448136,250230,10882,4
1002444,469572,12226,3
1071437,104107,8530,4
989252,239819,224,4
1301303,272914,3629,4
956755,520854,818,4
1461645,315987,7575,4
556441,368806,538,3
705709,174284,5649,3
1548835,185424,11030,4
1154539,225654,621,4
1503129,91070,12080,3
889390,466611,17118,3
926712,511296,60,4
764965,454160,1551,5
999241,45951,696,4
86507,41130,6921,3
530968,69333,8742,2
703585,431026,988,4
88334,23846,3441,3
689433,159989,13535,3
1111036,562720,2245,3
1449806,209483,7538,4
266269,103986,1165,4
152515,55525,22356,3
161465,95846,6015,3
1601447,261964,1039,4
489919,330723,20199,4
1699279,603374,23090,4
725213,439270,611,5
418380,284855,4486,4
912743,406706,1122,4
563720,339957,15986,3
465549,315531,6098,4
738389,444199,10949,5
319908,215445,3420,4
1154247,45232,157,4
35936,31031,11,4
1658848,661962,9166,3
342453,101295,1478,4
1546332,88625,11069,4
1399215,621555,4916,4
368676,250578,156,4
50912,45195,16448,4
598833,27709,17742,4
430324,230607,9510,3
766235,454634,13212,3
1423908,19150,5563,4
562340,15918,11549,3
1706556,451508,213,4
151627,31854,159,3
1229871,278819,559,3
99511,52913,7262,4
638931,406784,9,4
587270,386138,1597,3
156571,92101,4854,5
648872,352454,986,3
756912,44013,38,4
1099280,560380,242,5
1679169,47071,195,4
29628,24927,11497,4
135090,76904,12662,2
830616,425621,2108,4
1100733,481572,1034,4
294645,127351,172,5
1214683,584119,20814,3
675285,63929,20423,3
132570,51169,1708,3
1200261,538713,4560,4
642691,390894,10192,3
1057439,549627,99,4
135229,76983,8812,4
48228,42688,447,4
409504,278902,12852,2
1111619,562834,1621,3
1754721,306545,373,3
546468,363345,620,4
198095,123917,8200,3
416678,215534,18113,3
1514338,27577,4164,4
173742,105292,4,3
974090,88554,14539,3
889954,499146,49,4
1005445,168794,2131,3
1760623,652792,25534,4
483406,326725,723,4
872092,129030,536,3
219561,140218,22086,3
462702,313729,5316,3
692461,426794,18968,3
558047,369707,12636,3
1617201,162597,480,5
695848,428088,18356,3
1471848,57420,29,3
409627,278989,6705,4
153957,90102,16094,4
1416376,515507,213,3
913849,507161,21086,4
347928,235807,264,4
1115164,188305,14754,4
1744280,166203,3188,4
1663683,598158,8232,5
553639,367265,19409,3
82885,37765,3171,3
525814,351787,235,3
803094,287213,4424,4
512859,300338,19597,3
1629298,493539,397,4
170375,102735,4195,3
464496,314862,3263,3
360142,244530,1230,4
1052874,329808,25305,3
1524462,107484,881,4
1310669,479865,9388,4
483834,326988,10565,3
1122119,50098,23181,3
1536930,102080,15330,3
1394460,592515,3094,3
506186,340445,99,5
809686,199863,1371,2
400276,170903,927,3
1221457,585571,24608,4
681106,398438,3824,3
137570,77867,5789,4
59242,52858,12863,3
344517,118053,8603,2
141646,72711,2823,5
398670,271468,268,4
1771157,149424,18118,4
1233687,501885,15711,4
517286,346941,1597,4
983674,213392,242,5
999743,533756,17434,4
827425,113144,17642,3
1470088,55735,18977,3
1689602,426252,397,3
1155388,338319,5421,3
622724,300286,3717,5
1344334,74293,2191,4
445126,302529,4018,4
1113367,551547,9253,3
589702,387495,10146,5
1697205,69459,14941,3
146926,4069,866,5
754128,450098,15278,4
1266353,501897,22,4
381301,259442,7565,5
445851,302996,12256,2
1012508,537394,156,5
778042,219380,1658,4
867254,78003,24927,4
168472,101268,675,4
377193,256555,21494,4
606781,394791,7528,4
808507,374822,9726,4
152890,89287,22381,3
1442865,542346,16998,4
588145,386633,16493,3
224211,143748,5220,3
582964,357325,21339,3
565358,373758,14279,3
635715,405493,1700,4
1025261,511799,8817,3
1175095,25566,3883,4
417296,284128,23164,3
420877,286519,23180,4
192863,119944,17580,3
1388521,362272,3792,5
390463,265837,1048,3
1747138,120229,13698,4
1462727,302512,295,5
1373965,217457,23467,4
569255,341088,11109,4
391054,266241,21998,3
1584448,313259,20848,4
1695674,464531,20918,3
1263421,218261,17243,4
257111,168615,24016,2
549184,364858,15951,4
165120,98687,866,4
1315963,605162,13210,3
816634,263544,9928,4
221637,141781,38,4
1242647,533386,8015,4
194926,121509,22136,3
587183,321472,9,4
211325,133955,19397,4
35665,30774,515,3
79246,70260,6613,4
312601,210017,12611,3
261500,171935,4414,4
1650417,257133,3110,4
1334151,164284,20057,2
433928,295212,268,4
488082,329587,119,4
58278,51961,2829,4
101625,54862,18158,4
335884,149767,20686,4
1164554,272110,10264,3
520625,348833,17045,4
255566,167464,1511,2
1394345,603472,609,5
133997,76499,264,4
1415096,191858,13461,4
284875,119253,11041,3
1224775,586283,1052,4
1653458,296889,255,4
938790,134419,306,4
1051455,129195,16381,3
68200,18712,197,4
1452743,588373,764,3
393979,268275,338,4
460917,258852,8395,4
172734,104503,3355,5
1275316,303800,213,2
1670280,663479,12818,4
1265677,143760,925,3
504820,280338,1207,5
1603580,630337,255,4
246440,35700,172,4
1588887,623583,4505,5
1339080,299051,38,4
837228,229688,16728,4
694949,427738,8862,4
1100319,484347,6949,4
802865,319894,369,4
250862,163914,10556,3
188354,116499,6900,3
1410222,602479,618,4
734156,328489,60,4
319800,215361,16989,3
1467889,604463,224,4
823879,384613,26683,3
466045,315850,18968,3
1428934,135276,7179,3
964609,523261,411,4
1271154,198359,3175,3
205181,79766,15749,3
408671,278301,1697,2
966389,11331,24682,4
1062056,550857,7256,5
53426,47522,6494,3
1681711,587038,197,4
190809,118367,156,5
1316200,473715,919,3
975221,177633,1645,3
869230,382919,1431,3
1500344,320831,609,3
589197,387230,14281,4
1782000,52691,1423,5
769504,272157,14818,3
1664940,320434,919,3
1362977,614631,9416,4
1194456,64615,17675,3
920850,114527,11877,4
1536098,134092,6612,3
359608,244160,2226,4
159339,49102,429,3
1730333,480470,413,5
454701,308647,1303,4
660243,414723,11012,3
231474,149230,216,4
646229,372027,24063,4
760357,158749,9735,4
1497206,509477,1082,3
172912,55705,285,4
1489224,389848,900,4
629146,403042,24301,5
1103842,306030,235,3
575043,354210,332,3
388500,56418,242,4
114543,49629,6861,4
147081,84836,213,4
120402,70836,258,5
44918,39602,8595,4
910075,180035,1903,3
212898,84694,197,4
328977,222081,3514,3
110453,12691,7304,3
293791,196169,201,4
1002074,505337,7213,5
1329550,60358,8201,4
1669635,359166,18908,5
130166,63843,119,4
874431,188134,483,3
435196,296070,24567,4
1522833,528256,494,3
19854,15377,8124,4
1668814,55143,7274,2
1321266,30643,6563,4
979600,225183,4,5
850058,485206,23165,4
1539748,645458,5762,4
316161,138559,17888,4
1131795,566878,22876,3
876585,457465,13867,3
1502697,588656,919,4
406812,277017,17503,4
840001,170163,10404,4
1094876,559518,675,4
110840,62923,369,4
282621,187837,264,5
539468,359439,6376,4
498121,30054,12943,4
681597,382170,11587,3
313214,210478,13492,4
1653709,546584,16887,5
1569192,650065,19128,3
1494641,620295,1038,4
1158752,485186,16948,3
1669124,188050,661,4
1339970,468717,485,3
364049,247265,195,4
1675794,519482,7497,4
1179990,60420,20336,3
1320389,158233,7502,3
1109763,562464,3112,4
1311186,386040,22346,3
900952,502858,171,4
1565751,649506,1511,5
1641137,65288,595,2
36335,31420,226,5
1178285,245856,14217,4
919599,508989,26356,4
1184354,147605,213,4
286951,191095,11115,3
383376,174109,1314,3
1510022,253338,7242,4
660319,134788,9107,3
900807,464945,473,4
1676380,398187,7139,4
1747411,673589,791,5
1593659,162889,17260,4
1049086,524215,195,3
230230,148275,21511,4
814503,251209,4265,5
179352,109597,16610,4
1409681,105788,10936,3
22950,18416,9253,4
276628,183367,559,4
1026595,541293,881,4
205457,129498,9550,4
672060,179496,487,5
1264345,175057,101,5
416019,283267,38,2
336794,227720,2179,4
644220,41036,10027,3
1594722,632389,740,5
1194683,213315,6349,3
1112541,233399,418,3
1220681,538169,19135,4
895788,501124,258,3
483289,326645,4360,2
255751,167609,20737,4
1580008,357244,19535,4
733346,442338,12418,4
401654,273499,204,5
1379121,540274,620,4
402222,273891,59,4
1531837,303058,14092,4
673752,419833,9883,3
726791,414069,1052,4
1277138,398061,12736,4
582260,383287,26,3
1580469,232513,16372,3
477804,194945,99,5
1055318,549065,723,4
1723465,559914,8546,4
1002086,534421,156,4
1721513,341035,3343,4
1552086,490427,1092,4
207106,52494,101,4
647910,410127,195,3
1305066,178688,17601,4
1536214,15514,723,5
1750220,367072,10306,4
658805,363906,1034,4
7683,3209,2251,3
1685729,656795,6941,3
1028208,541721,978,4
661302,415094,25831,3
1474201,429180,9564,3
1138557,568272,6992,4
688216,397560,12943,4
825563,82439,57,4
581581,382902,17100,3
1724437,467003,19260,3
141530,14473,5577,4
57962,51683,17617,4
1664786,78595,5431,4
127697,73957,17047,4
1644397,470684,10257,3
830703,478294,14990,4
142234,45017,2787,4
174114,52498,621,4
230603,148557,2285,5
737901,239214,7832,2
643553,408493,923,4
1474014,328177,277,3
1454821,519220,5142,4
49860,44210,4244,3
1500840,492092,3827,3
850104,302868,22165,3
640279,364726,7947,4
1748508,392012,1154,4
490168,330885,1671,5
1717266,669643,13580,4
723353,438595,11553,4
381135,259327,969,4
636236,405704,10676,4
1512256,207769,201,4
616901,398497,364,5
1182067,144734,14933,4
1297812,529907,16896,4
157810,93022,190,4
813035,471930,197,4
1692242,193233,823,3
9897,5423,620,3
1723531,6125,18922,3
945077,86663,15014,5
1220748,11327,9814,5
1705813,328627,6080,4
1609804,571535,10429,3
410625,279671,168,4
311347,136007,590,4
1294968,140174,19053,4
909176,505587,5022,5
809821,470770,98,5
1556358,152684,242,4
472000,319654,19434,5
1575793,168323,1042,4
1122477,534095,9,4
1433509,226444,10165,4
778735,459326,13765,4
47692,42191,969,4
113394,65067,19700,4
1176133,390265,10995,3
1658322,351056,268,4
117771,52667,650,2
246715,64069,98,4
1164317,128236,204,5
796759,198069,3078,4
1323011,177061,4268,4
1497160,508764,1483,3
883004,229929,13265,3
772833,250159,90,3
774138,457574,364,4
1211892,180250,5467,4
391362,175781,9,4
1128124,280269,213,4
1480391,134900,13351,5
1577790,215679,4570,3
1654261,511267,4433,4
304480,204104,854,4
1675670,664241,15872,4
1236189,588727,866,4
1058517,24295,11088,2
869536,492086,18449,3
1487866,637296,6602,4
1640756,659537,10358,4
1089370,558334,285,5
210246,133132,15611,4
1355924,444761,22046,4
628262,69270,20428,4
585571,346686,1637,3
1300834,156563,15917,4
101225,54488,18100,5
1135294,536421,21940,4
1617360,482145,226,5
1180620,26050,12845,3
444132,301879,1007,4
1693775,360284,500,5
380089,258590,11038,4
713961,219713,3049,4
736916,48250,1963,4
628059,402628,17315,3
782691,460778,9095,3
33134,28331,1261,4
458515,311083,10868,3
1178571,82516,11289,3
434848,295843,256,4
1090006,353880,2519,4
1126499,565792,4,4
467601,316849,16299,3
625957,401825,65,4
1101480,560847,343,4
1172068,198892,20603,4
168657,101418,4598,4
1456932,362398,4089,3
1765859,386756,14670,4
54651,48654,12547,3
1132807,167829,258,5
823650,390698,397,4
1701937,456687,719,5
1158757,429953,10150,4
681521,383726,22144,3
603374,239996,8239,4
737948,444041,1207,4
727075,439964,1409,5
1376546,131892,14002,5
1248025,194716,6732,4
221044,141326,12475,4
344581,233366,741,4
918351,21092,4215,4
911973,474028,24244,3
1774519,388935,11622,4
789634,322958,12234,4
286491,190751,675,3
427776,291142,201,5
181857,111487,338,4
1331779,149058,8893,4
860680,489007,6572,4
716013,435781,5782,4
707655,43224,242,5
869341,492009,500,3
644147,145205,15499,4
193171,120182,129,5
594408,389880,4435,4
461942,313255,900,5
311647,209302,13625,5
1409245,457557,306,5
1065347,2135,9823,3
1401936,174801,119,4
1077913,78369,11248,3
1552047,253125,618,4
896980,501519,2671,4
392830,267485,732,4
1563610,180595,2285,4
1088101,558047,302,3
1014266,394401,1316,4
825999,236931,7372,4
1458718,31592,12024,3
461456,312948,204,5
832168,23105,24181,3
354213,176372,726,4
838745,297146,364,3
74622,66373,2820,4
91107,26713,4022,3
1468451,369632,2567,4
469874,318284,10838,4
1237940,573733,278,3
1101673,337258,9601,4
309698,207905,473,4
900148,502590,17637,4
909779,33001,1665,2
736682,417859,264,4
1265217,401683,250,3
1223972,472519,18000,3
1610566,509716,22,3
1441078,577772,20921,4
782759,285376,172,4
236091,119185,4438,4
1766336,154783,101,4
1716680,432743,10483,4
1123979,177314,306,4
621547,175815,34,3
402657,229187,24792,4
1336000,550647,201,4
1092770,559115,15783,2
345631,234131,620,4
77085,68454,1251,3
985616,404677,195,4
708080,432741,19039,4
242310,157409,9,5
1776994,305414,9788,2
277764,42484,2148,4
1515601,381042,1036,3
932460,162380,226,5
837858,480895,213,5
663951,416097,57,5
1412610,349574,6022,4
145528,66038,234,4
1022439,40719,65,4
134324,67444,2955,4
1023584,520354,10606,4
1125750,306872,2460,3
1501089,527069,442,4
1729219,29468,5381,4
704603,249688,10864,2
628294,392492,1304,4
1473988,635048,551,5
1643247,659898,170,4
1445287,111915,343,4
1091126,27781,17125,4
471389,138002,10408,4
198025,123869,204,4
1469740,142926,508,3
1085910,557516,6909,4
31680,26917,9667,3
379222,173615,201,4
1057131,279160,14689,3
1089876,548703,9634,3
970877,43592,13978,4
847962,484476,7700,4
1034575,543461,9264,3
1469928,119327,15307,4
1203830,318928,198,5
1769691,36619,22997,3
428779,23151,1079,4
867978,453459,15638,4
86189,40844,144,4
1415903,114548,1188,5
344113,91711,5206,3
316329,212803,3181,4
904270,292203,1781,3
722957,438431,2006,4
163885,97717,5147,2
389884,265431,224,4
1234954,206333,10222,4
466691,316267,15592,4
1045188,318397,3966,4
961230,434433,264,3
15499,11023,2629,3
260882,111967,119,4
645302,171724,9007,4
1739666,68261,16501,3
1732914,394081,13535,4
1275345,596788,50,5
469668,318148,5976,3
1480902,25510,1844,3
515421,345912,19295,4
1093585,313495,15483,3
1481122,636222,15758,4
1771906,676787,3149,5
627509,402396,895,3
67094,59904,9442,4
1343796,360060,559,4
826745,476927,19272,4
1215705,194755,316,4
194521,121204,12576,3
593658,389509,24882,4
943347,146171,1529,4
292696,195359,723,5
1048117,134242,621,5
1176197,277882,22776,4
506831,291909,20217,3
1095720,559683,12369,3
548611,266694,122,4
387049,263455,786,4
836240,325395,354,3
590321,387846,5815,3
804452,468812,1314,3
90756,44937,16398,3
234347,99832,2042,3
11734,7260,3127,4
1660555,525394,4455,4
925823,510990,14594,4
688602,425406,8287,4
887854,498401,6542,4
283196,41058,1893,4
348315,236091,19017,3
1666999,359995,15832,3
885249,236113,969,3
1706825,21692,13887,2
1172481,306608,9233,4
1208012,20200,172,4
1360752,168188,723,4
1667015,304069,4453,3
435158,296049,21917,4
1262739,485791,172,5
268519,33280,29,2
67456,60230,213,4
1082522,556716,3003,5
572731,377917,823,4
1371034,588655,98,3
1418938,149391,4438,4
1138340,568229,7535,2
1099123,13166,1781,2
886308,497874,18502,4
581119,382638,99,5
1401425,621955,16375,4
713224,405034,1001,4
1167483,42630,15766,3
392766,167786,195,4
443050,301183,9640,4
1309794,119604,12322,4
278395,184691,11169,3
428148,291393,373,3
93790,47722,1082,3
722053,47879,12633,4
1574944,152762,6680,5
88213,23739,11150,3
347333,91291,191,4
524440,228683,947,4
1482824,359688,4267,4
1400813,233694,9637,3
1438735,31532,8016,2
1619371,488063,3457,5
28160,23495,9006,4
709746,433361,18529,3
375516,112937,13492,4
103797,39502,15273,5
628718,402870,19771,3
1259869,492491,576,3
616515,398347,21777,3
935627,483987,23053,3
1138829,315337,25112,3
1484763,521520,19687,4
584732,271078,413,4
242273,157380,14736,3
296538,198202,226,4
881098,316957,446,4
1210239,551678,16306,3
558566,369983,969,4
43540,38302,12167,3
505277,53192,609,4
417460,284235,5062,4
135772,68693,4534,4
386552,263105,473,3
1409516,551847,1010,3
18759,14283,7694,4
1163706,251817,17530,3
360372,244690,8797,4
157396,92706,256,5
1144288,569495,19609,3
1672462,293946,709,4
1646891,466097,881,3
723958,438831,16998,3
1267325,595176,1142,2
927491,511569,726,5
1011759,436375,22969,4
1405925,479636,25356,4
719441,264145,4213,4
1207350,295979,7705,4
686714,424732,354,4
1740504,191328,3142,4
1605709,64343,256,4
857842,51155,4746,5
1562382,648970,1252,4
1551232,494330,12789,3
1491723,25781,11559,5
1328765,373873,4770,4
1737536,78005,2733,3
1648662,59202,12307,4
584355,384487,13424,4
221146,3578,4430,5
1324856,580549,13059,4
832515,478957,65,3
323896,218389,326,4
399358,102300,3114,3
1430682,627331,21633,4
925911,511020,15202,4
718058,436559,13015,3
276267,183090,24147,3
697382,140524,2820,3
1051549,548039,94,4
706422,432079,631,4
260021,170834,504,3
411049,279957,23613,4
275320,182371,23808,3
741115,445207,1114,3
865677,490719,15803,4
525373,238913,26291,4
138927,21945,19865,4
1387893,370856,9,4
387101,102167,213,4
1059878,502374,274,5
1599754,109991,10034,3
1216622,246457,242,5
396063,269692,216,4
522225,291634,621,3
141923,80833,6053,4
746454,325720,503,5
341523,231127,144,4
1652154,92494,22202,3
600677,334236,12143,5
939253,515318,10428,4
300300,200971,19418,3
370486,251840,593,4
1678146,530275,363,4
550737,335960,97,4
445356,302670,1937,2
728851,48923,16833,3
1726111,644654,119,3
1597630,50988,6736,4
500993,303780,397,3
1750408,320192,921,4
1426678,538382,1088,4
626591,93046,250,3
1245549,196966,399,2
335369,226684,9764,3
249304,67391,122,3
1327240,587409,19907,4
1649346,174700,1114,4
411013,279934,18819,3
1015977,512150,10152,4
967878,524258,21300,3
955140,520358,4917,3
1173271,160641,2647,4
307711,206453,7992,4
505448,176311,16624,2
297626,199011,4635,3
584539,384589,723,4
1170408,532215,364,4
1603039,654603,621,4
1561361,470662,2234,2
49143,43541,16124,4
1194506,259763,1001,4
225710,144880,23661,5
880463,50037,3495,4
865963,89951,20073,4
75585,67186,7808,3
1695971,666888,536,3
1519329,287956,1261,3
156651,92161,609,4
1232455,82193,7290,5
1391963,620179,546,4
1573384,132338,13054,3
118897,53709,222,5
945725,517403,2226,4
